1.1;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
0;336.92;337.03;337.34;337.87;338.63;339.61;340.84;342.33;344.11;346.21;348.67;351.53;354.75;358.29;362.12;366.23;370.61;375.26;380.19;385.39
500;333.65;333.75;334.07;334.6;335.35;336.32;337.54;339.02;340.78;342.86;345.3;348.13;351.31;354.82;358.61;362.68;367.02;371.63;376.5;381.65
1000;330.37;330.48;330.79;331.32;332.06;333.03;334.24;335.71;337.46;339.53;341.94;344.75;347.89;351.35;355.1;359.13;363.42;367.99;372.82;377.91
1500;327.08;327.19;327.5;328.03;328.77;329.73;330.94;332.4;334.14;336.19;338.59;341.37;344.47;347.89;351.59;355.57;359.82;364.34;369.13;374.17
2000;323.79;323.89;324.21;324.73;325.47;326.43;327.62;329.08;330.81;332.85;335.24;338;341.07;344.43;348.08;352.01;356.22;360.69;365.43;370.42
2500;320.49;320.59;320.9;321.43;322.16;323.12;324.31;325.76;327.48;329.51;331.89;334.62;337.66;340.99;344.58;348.45;352.61;357.03;361.72;366.66
3000;317.18;317.28;317.59;318.11;318.84;319.8;320.99;322.43;324.15;326.17;328.54;331.25;334.26;337.55;341.1;344.91;349;353.37;358.01;362.9
3500;313.86;313.96;314.27;314.79;315.52;316.47;317.66;319.1;320.81;322.83;325.19;327.87;330.86;334.1;337.61;341.38;345.4;349.71;354.29;359.13
4000;310.53;310.63;310.94;311.46;312.19;313.14;314.32;315.75;317.46;319.47;321.82;324.49;327.45;330.66;334.13;337.84;341.82;346.06;350.57;355.35
4500;307.19;307.29;307.6;308.11;308.84;309.79;310.97;312.4;314.11;316.11;318.45;321.1;324.03;327.21;330.64;334.32;338.24;342.42;346.86;351.58
5000;303.84;303.94;304.25;304.76;305.49;306.43;307.61;309.04;310.74;312.74;315.07;317.7;320.6;323.75;327.15;330.78;334.66;338.79;343.16;347.81
5500;300.48;300.58;300.88;301.4;302.12;303.07;304.24;305.67;307.36;309.36;311.68;314.29;317.16;320.28;323.64;327.25;331.08;335.16;339.48;344.05
6000;297.09;297.19;297.5;298.01;298.73;299.68;300.86;302.28;303.98;305.97;308.28;310.86;313.72;316.81;320.13;323.7;327.5;331.53;335.8;340.3
6500;293.69;293.79;294.09;294.6;295.33;296.27;297.45;298.88;300.58;302.56;304.86;307.43;310.25;313.32;316.61;320.14;323.9;327.89;332.11;336.56
7000;290.33;290.43;290.72;291.22;291.92;292.84;294.02;295.45;297.14;299.14;301.42;303.97;306.78;309.81;313.08;316.57;320.29;324.24;328.42;332.82
7500;286.99;287.08;287.38;287.87;288.56;289.48;290.62;292.01;293.69;295.68;297.96;300.51;303.29;306.29;309.53;312.99;316.67;320.58;324.71;329.07
8000;283.64;283.74;284.03;284.51;285.2;286.11;287.25;288.63;290.27;292.21;294.47;297;299.77;302.76;305.96;309.4;313.05;316.91;321;325.31
8500;280.29;280.39;280.68;281.16;281.84;282.74;283.87;285.24;286.87;288.79;290.99;293.48;296.23;299.2;302.38;305.78;309.4;313.23;317.28;321.54
9000;276.94;277.04;277.32;277.8;278.48;279.38;280.49;281.85;283.47;285.38;287.55;289.98;292.66;295.61;298.78;302.15;305.74;309.53;313.54;317.75
9500;273.59;273.69;273.97;274.44;275.12;276;277.11;278.46;280.07;281.97;284.11;286.51;289.14;291.99;295.14;298.5;302.06;305.82;309.78;313.96
10000;270.24;270.33;270.61;271.08;271.75;272.63;273.73;275.07;276.67;278.55;280.67;283.04;285.63;288.45;291.49;294.81;298.35;302.08;306.01;310.15
10500;266.88;266.98;267.25;267.72;268.39;269.26;270.35;271.68;273.26;275.12;277.22;279.56;282.12;284.9;287.9;291.11;294.6;298.32;302.22;306.32
11000;263.52;263.62;263.89;264.36;265.02;265.88;266.97;268.29;269.86;271.69;273.77;276.08;278.6;281.34;284.3;287.47;290.86;294.52;298.4;302.47
11500;263.53;263.62;263.9;264.36;265.02;265.89;266.97;268.29;269.87;271.7;273.77;276.08;278.61;281.35;284.31;287.48;290.87;294.53;298.41;302.47
12000;263.53;263.63;263.9;264.37;265.03;265.89;266.98;268.3;269.87;271.7;273.78;276.09;278.61;281.35;284.31;287.49;290.87;294.53;298.41;302.48
12500;263.54;263.63;263.91;264.37;265.03;265.9;266.98;268.3;269.88;271.71;273.78;276.09;278.62;281.36;284.32;287.49;290.88;294.54;298.42;302.49
13000;263.54;263.64;263.91;264.38;265.04;265.9;266.99;268.31;269.88;271.71;273.79;276.1;278.62;281.36;284.32;287.5;290.89;294.54;298.43;302.49
13500;263.55;263.64;263.92;264.38;265.04;265.91;266.99;268.31;269.89;271.72;273.8;276.1;278.63;281.37;284.33;287.5;290.89;294.55;298.43;302.5
14000;263.55;263.64;263.92;264.39;265.05;265.91;267;268.32;269.9;271.73;273.8;276.11;278.64;281.38;284.33;287.51;290.9;294.56;298.44;302.51
1.05;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
0;332.75;332.86;333.17;333.7;334.45;335.44;336.67;338.16;339.92;341.98;344.37;347.12;350.27;353.75;357.55;361.64;365.99;370.63;375.53;380.68
500;329.51;329.62;329.93;330.45;331.19;332.16;333.38;334.85;336.6;338.65;341.01;343.74;346.86;350.31;354.07;358.11;362.42;367.01;371.86;376.98
1000;326.27;326.37;326.68;327.19;327.92;328.88;330.08;331.54;333.27;335.3;337.66;340.36;343.45;346.87;350.59;354.58;358.85;363.39;368.19;373.26
1500;323.02;323.12;323.42;323.93;324.65;325.6;326.78;328.23;329.94;331.95;334.29;336.98;340.05;343.43;347.1;351.05;355.27;359.76;364.52;369.54
2000;319.77;319.87;320.17;320.67;321.38;322.31;323.48;324.91;326.6;328.6;330.92;333.6;336.64;339.99;343.62;347.52;351.69;356.13;360.84;365.81
2500;316.52;316.62;316.91;317.41;318.11;319.03;320.19;321.59;323.27;325.24;327.54;330.21;333.22;336.54;340.14;343.99;348.11;352.5;357.15;362.07
3000;313.26;313.36;313.65;314.14;314.84;315.75;316.89;318.28;319.93;321.89;324.17;326.81;329.8;333.09;336.65;340.46;344.54;348.87;353.47;358.33
3500;310;310.1;310.39;310.88;311.56;312.47;313.59;314.96;316.6;318.54;320.8;323.42;326.38;329.63;333.15;336.93;340.96;345.24;349.78;354.58
4000;306.74;306.83;307.12;307.61;308.29;309.18;310.3;311.66;313.28;315.19;317.43;320.03;322.95;326.17;329.66;333.39;337.38;341.61;346.09;350.84
4500;303.47;303.56;303.85;304.33;305.01;305.9;307.01;308.35;309.96;311.85;314.07;316.64;319.53;322.71;326.15;329.85;333.79;337.98;342.41;347.09
5000;300.19;300.28;300.57;301.05;301.73;302.61;303.71;305.05;306.64;308.52;310.72;313.26;316.11;319.25;322.65;326.3;330.2;334.34;338.72;343.35
5500;296.89;296.98;297.27;297.75;298.43;299.31;300.41;301.74;303.32;305.19;307.37;309.89;312.7;315.79;319.14;322.75;326.6;330.69;335.03;339.61
6000;293.57;293.67;293.95;294.43;295.11;295.99;297.08;298.41;300;301.85;304.02;306.52;309.3;312.35;315.65;319.2;323;327.04;331.33;335.86
6500;290.25;290.34;290.63;291.11;291.78;292.66;293.75;295.07;296.65;298.51;300.68;303.15;305.9;308.91;312.16;315.65;319.4;323.39;327.63;332.1
